Näringsvärden per 100 gram livsmedel
Livsmedelsnamn;Livsmedelsnummer;Energi (kJ)(kJ);Energi (kcal)(kcal);Protein(g);Fett(g);Kolhydrater(g);Fibrer(g);Salt(g);Aska(g);Vatten(g);Alkohol(g);Monosackarider(g);Disackarider(g);Sackaros(g);Fullkorn totalt(g);Summa mättade fettsyror(g);Fettsyra 4:0-10:0(g);Fettsyra 12:0(g);Fettsyra 14:0(g);Fettsyra 16:0(g);Fettsyra 18:0(g);Fettsyra 20:0(g);Summa enkelomättade fettsyror(g);Fettsyra 16:1(g);Fettsyra 18:1(g);Summa fleromättade fettsyror(g);Summa n-6 fettsyror(g);Fettsyra 18:2(g);Fettsyra 20:4(g);Summa n-3 fettsyror(g);Fettsyra 18:3(g);Summa långa n-3 fettsyror(g);EPA (Fettsyra 20:5)(g);DPA (Fettsyra 22:5)(g);DHA (Fettsyra 22:6)(g);Summa transfettsyror(g);Kolesterol(mg);Vitamin A();Retinol(µg);beta-Karoten(µg);Vitamin D(µg);Vitamin E(mg);Vitamin K(µg);Tiamin(mg);Riboflavin(mg);Vitamin C(mg);Niacin(mg);Niacinekvivalenter();Vitamin B6(mg);Vitamin B12(µg);Fosfor(mg);Folat(µg);Jod(µg);Avfall (skal etc.)(%);Järn(mg);Kalcium(mg);Kalium(mg);Magnesium(mg);Natrium(mg);Selen(µg);Zink(mg);
Nöt blod rå;1424;294;70;16,4;0,4;0,0;0,0;0,8;1,4;81,8;0,0;0,1;0,0;0,0;0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;;0,1;0,0;;0,0;;0,0;0,0;0,0;;190,0;28;28;0;0,10;0,4;;0,09;0,03;0;0,8;3,8;0,01;0,60;23;12;;0;35,50;7;43;2;330;9,0;0,40;
Blodbröd fullkorn hårt;1425;1533;366;17,7;1,9;65,5;6,0;0,4;1,5;7,4;0,0;0,0;0,6;0,1;42;0,2;0,0;0,0;0,0;0,2;0,0;0,0;0,5;0,0;0,5;0,7;;0,6;0,0;;0,1;;0,0;0,0;0,0;;30,0;12;12;0;0,87;0,2;;0,45;0,13;0;3,3;6,6;0,24;0,40;465;14;;0;19,80;36;240;16;160;3,0;1,30;
Blodpudding blodkorv fett 19%;1426;1259;301;10,6;19,0;21,0;2,3;0,9;2,1;45,0;0,0;4,2;8,2;8,2;0;9,4;0,0;0,0;0,6;5,3;3,4;0,1;7,4;0,5;6,6;1,3;;1,1;0,0;;0,1;;0,0;0,0;0,0;;65,0;12;12;0;0,90;0,2;;0,05;0,06;0;0,8;2,7;0,08;0,40;84;5;;0;17,70;19;170;16;350;3,0;0,90;
Blodpalt;1427;712;170;8,6;4,2;21,9;4,7;0,9;2,6;58,0;0,0;4,8;9,3;9,3;0;0,5;0,0;0,0;0,0;0,4;0,1;0,0;1,4;0,0;1,3;1,9;;1,6;0,0;;0,3;;0,0;0,0;0,0;;60,0;12;12;0;0,90;0,2;;0,11;0,06;0;1,7;3,3;0,12;0,40;123;14;;0;13,30;18;170;16;350;3,0;0,90;
Blodpudding blodkorv fett 14%;1428;1063;254;11,0;14,0;20,0;2,3;1,0;1,7;51,0;0,0;3,7;7,2;7,2;0;5,6;0,0;0,0;0,3;3,2;1,8;0,0;6,5;0,6;5,6;1,1;;1,0;0,0;;0,1;;0,0;0,0;0,0;;65,0;10;10;0;1,00;0,2;;0,08;0,05;0;0,9;2,9;0,10;0,10;92;5;;0;19,00;17;139;16;400;3,0;1,20;
Blodbröd paltbröd;1429;1199;287;14,4;2,8;47,8;4,7;0,9;3,3;27,0;0,0;9,6;18,6;18,6;0;0,3;0,0;0,0;0,0;0,2;0,0;0,0;0,7;0,0;0,7;1,0;;0,9;0,0;;0,2;;0,0;0,0;0,0;;60,0;12;12;0;0,90;0,2;;0,33;0,17;0;2,5;5,1;0,28;0,40;235;14;;0;26,00;41;170;16;350;3,0;1,30;
Blodpudding blodkorv fett ca 10%;1430;847;203;12,0;9,0;17,3;2,0;1,0;1,7;58,0;0,0;4,0;7,7;7,7;0;3,9;0,0;0,0;0,1;2,2;1,5;0,0;3,6;0,2;3,3;1,0;;0,9;0,0;;0,1;;0,0;0,0;0,0;;65,0;8;8;0;0,10;0,0;;0,04;0,03;0;0,7;2,9;0,08;0,14;92;5;;0;17,00;17;139;16;400;3,0;1,20;
Blodpudding blodkorv fett 13% stekt;1431;1091;261;11,3;14,4;20,5;2,4;1,0;1,7;49,7;0,0;3,8;7,4;7,4;0;5,7;0,0;0,0;0,3;3,3;1,8;0,0;6,6;0,6;5,8;1,1;;1,0;0,0;;0,1;;0,0;0,0;0,0;;66,7;10;10;0;1,03;0,2;;0,06;0,04;0;0,9;3,0;0,08;0,08;94;4;;0;19,50;17;143;16;410;3,1;1,23;
Blodpudding blodkorv fett 8% stekt;1432;872;209;12,4;9,3;17,8;2,1;1,0;1,8;56,7;0,0;4,1;7,9;7,9;0;4,0;0,0;0,0;0,1;2,3;1,5;0,0;3,7;0,2;3,4;1,0;;0,9;0,0;;0,1;;0,0;0,0;0,0;;66,9;9;9;0;0,10;0,0;;0,03;0,02;0;0,8;3,0;0,07;0,12;95;4;;0;17,51;18;143;16;412;3,1;1,24;
Paltbröd kokt;1433;269;64;3,2;0,6;10,7;1,1;0,3;0,8;83,6;0,0;2,2;4,2;4,2;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,2;0,0;0,2;0,2;;0,2;0,0;;0,0;;0,0;0,0;0,0;0,0;13,5;3;3;0;0,20;0,1;;0,06;0,03;0;0,6;1,2;0,04;0,08;53;2;4;0;5,83;9;34;4;110;0,7;0,29;
Lamm bräss rå;1434;549;131;15,3;7,8;0,0;0,0;0,2;1,3;75,6;0,0;0,0;0,0;0,0;0;3,8;0,0;0,1;0,4;1,6;1,7;0,0;3,1;0,2;2,8;0,4;;0,2;0,1;;0,2;;0,0;0,0;0,0;;250,0;7;7;0;0,40;0,4;;0,03;0,25;18;3,7;6,5;0,03;6,00;400;13;;0;1,70;8;420;21;75;3,0;1,90;
Lamm hjärta rå;1435;498;119;17,1;5,6;0,0;0,0;0,4;1,0;76,3;0,0;0,0;0,0;0,0;0;2,2;0,0;0,0;0,2;0,9;1,1;0,0;1,7;0,1;1,5;0,5;;0,3;0,1;;0,1;;0,0;0,0;0,0;;140,0;7;7;0;0,40;0,4;;0,48;0,90;7;6,9;10,0;0,29;8,00;210;20;2;22;3,60;7;280;21;140;3,0;2,00;
Lamm lever rå;1436;625;149;22,0;5,3;3,2;0,0;0,2;1,5;68,0;0,0;0,0;0,0;0,0;0;1,8;0,0;0,0;0,0;0,7;1,0;0,0;1,0;0,1;0,9;1,0;;0,3;0,2;;0,2;;0,1;0,2;0,1;;300,0;49014;49000;172;0,50;0,5;;0,23;2,40;33;15,0;19,0;0,42;84,00;435;2000;7;9;4,90;5;290;19;76;9,0;4,70;
Lamm njure rå;1437;401;96;16,2;3,4;0,0;0,0;0,5;1,3;79,1;0,0;0,0;0,0;0,0;0;1,2;0,0;0,0;0,1;0,5;0,6;0,1;0,8;0,1;0,7;0,5;;0,2;0,2;;0,1;;0,0;0,0;0,0;;375,0;108;107;6;0,40;0,5;;0,68;2,40;15;7,4;10,4;0,30;63,00;250;31;;3;4,30;15;250;17;190;66,0;2,60;
Lamm tunga rå;1438;800;191;15,3;14,6;0,0;0,0;0,2;1,1;69,0;0,0;0,0;0,0;0,0;0;7,3;0,1;0,1;0,9;3,2;2,4;0,2;5,5;0,5;4,9;1,1;;0,6;0,0;;0,1;;0,0;0,0;0,0;;180,0;54;53;7;0,40;0,2;;0,17;0,49;7;4,9;7,7;0,17;7,00;170;19;0;20;2,20;6;250;21;97;5,0;2,50;
Kalv bräss rå;1439;402;96;16,9;3,1;0,0;0,0;0,2;2,0;78,0;0,0;0,0;0,0;0,0;0;1,5;0,0;0,0;0,1;0,6;0,6;0,0;1,2;0,1;1,1;0,2;;0,1;0,0;;0,1;;0,0;0,0;0,0;;250,0;54;53;7;0,30;0,4;;0,13;0,17;18;2,6;5,7;0,03;2,10;550;13;0;0;0,70;2;400;19;75;6,0;1,00;
Kalv lever rå;1441;500;119;19,4;3,3;2,8;0,0;0,2;1,5;73,0;0,0;0,0;0,0;0,0;0;1,1;0,0;0,0;0,0;0,5;0,6;0,0;0,8;0,1;0,7;0,6;;0,2;0,1;;0,0;;0,0;0,0;0,0;;300,0;6603;6600;32;0,25;0,7;;0,23;4,20;32;13,3;16,9;0,90;60,00;340;1790;4;8;8,70;10;310;20;76;15,0;3,20;
Kalv njure rå;1442;487;116;15,3;5,8;0,7;0,0;0,3;1,2;77,0;0,0;0,0;0,0;0,0;0;2,4;0,0;0,0;0,1;1,1;1,2;0,0;1,5;0,1;1,3;0,3;;0,2;0,1;;0,0;;0,0;0,0;0,0;;375,0;72;66;68;1,00;0,3;;0,40;3,40;17;5,0;7,8;0,50;23,00;245;80;4;10;6,20;13;225;18;111;118,0;1,90;
Kalv tunga rå;1443;638;153;16,2;9,8;0,0;0,0;0,2;1,0;73,0;0,0;0,0;0,0;0,0;0;4,1;0,0;0,0;0,3;2,4;1,2;0,0;4,6;0,6;3,8;0,4;;0,2;0,1;;0,1;;0,0;0,0;0,0;;100,0;12;10;19;0,30;0,2;;0,08;0,28;0;3,0;6,0;0,12;4,00;185;19;2;20;2,00;9;240;17;93;2,0;3,40;
Hjärta kalv nöt;1444;578;138;16,6;8,0;0,0;0,0;0,2;1,0;74,4;0,0;0,0;0,0;0,0;0;3,2;0,0;0,0;0,2;1,6;1,3;0,0;2,7;0,2;2,4;0,3;;0,2;0,0;;0,0;0,0;0,0;0,0;0,0;;150,0;6;6;0;1,00;0,3;;0,34;0,75;2;7,5;10,5;0,26;10,00;160;20;2;20;5,40;6;240;17;95;9,0;1,30;
Nöt lever rå;1445;530;127;20,0;3,1;4,4;0,0;0,2;1,5;71,0;0,0;0,0;0,0;0,0;0;1,0;0,0;0,0;0,0;0,5;0,5;0,0;0,7;0,1;0,5;0,6;;0,2;0,2;;0,0;;0,1;0,1;0,0;;300,0;14279;14200;950;0,13;0,8;;0,29;4,20;29;11,2;14,9;1,00;110,00;345;2300;4;7;9,40;8;285;34;82;15,0;4,00;
Nöt njure rå;1446;473;113;15,8;5,1;0,9;0,0;0,5;1,2;77,0;0,0;0,0;0,0;0,0;0;2,1;0,0;0,0;0,1;1,0;1,0;0,0;1,3;0,1;1,2;0,3;;0,2;0,1;;0,0;;0,0;0,0;0,0;;375,0;211;205;68;1,00;0,3;;0,39;3,60;9;8,2;11,1;0,43;31,00;230;80;4;10;7,20;15;189;10;195;124,0;1,60;
Nöt oxtunga rå;1447;734;176;16,2;12,4;0,0;0,0;0,2;0,9;70,5;0,0;0,0;0,0;0,0;0;5,9;0,0;0,0;0,3;3,0;2,4;0,0;5,0;0,3;4,5;0,5;;0,3;0,1;;0,1;0,0;0,0;0,0;0,0;;100,0;14;12;24;0,30;0,3;;0,08;0,34;0;5,0;8,0;0,12;4,90;175;19;2;25;2,60;9;295;18;97;9,0;3,10;
Gris hjärta rå;1448;499;119;16,5;5,9;0,0;0,0;0,3;1,0;76,6;0,0;0,0;0,0;0,0;0;1,7;0,0;0,0;0,0;0,8;0,7;0,0;0,9;0,1;0,9;2,1;;1,6;0,5;;0,0;;0,0;0,0;0,0;0,0;150,0;7;7;0;0,70;0,6;;0,44;1,00;3;6,5;9,5;0,50;2,70;195;9;1;10;4,20;5;300;21;107;22,0;2,10;
Gris lever rå;1449;551;132;22,0;3,4;3,0;0,0;0,2;1,6;70,0;0,0;0,0;0,0;0,0;0;1,1;0,0;0,0;0,0;0,5;0,6;0,0;0,5;0,0;0,5;0,9;;0,4;0,4;;0,0;;0,0;0,1;0,1;0,0;300,0;13001;13000;11;0,20;0,6;;0,31;6,30;25;14,2;18,2;0,85;40,00;385;1000;3;8;18,70;8;270;32;86;50,0;7,40;
Gris njure rå;1450;430;103;16,7;3,8;0,3;0,0;0,4;1,2;78,0;0,0;0,0;0,0;0,0;0;1,2;0,0;0,0;0,0;0,7;0,5;0,0;1,0;0,1;0,9;0,6;;0,3;0,2;;0,0;;0,0;0,0;0,0;0,0;320,0;116;115;10;1,00;0,5;;0,36;4,00;11;8,0;11,1;0,44;17,00;270;42;4;10;6,00;10;220;20;158;190,0;2,20;
Gris tunga rå;1451;698;167;16,5;11,1;0,4;0,0;0,3;1,0;71,0;0,0;0,0;0,0;0,0;0;3,8;0,0;0,1;0,2;2,5;1,1;0,0;5,3;0,4;4,7;1,2;;1,1;0,0;;0,1;;0,0;0,0;0,0;0,0;101,0;9;9;0;0,60;0,5;;0,33;0,42;0;5,3;8,3;0,35;3,70;188;8;1;20;4,50;11;255;18;108;12,0;2,60;
Kyckling hjärta rå;1452;614;147;15,6;9,3;0,3;0,0;0,2;0,8;74,0;0,0;0,0;0,0;0,0;0;2,5;0,0;0,0;1,0;0,1;0,7;0,0;2,3;0,4;1,9;2,6;;1,8;0,7;;0,1;;0,0;0,0;0,0;;136,0;9;9;0;0,40;1,2;;0,31;0,73;0;4,9;7,8;0,36;7,30;177;45;;0;6,00;12;177;17;64;10,0;6,60;
Kyckling lever rå;1453;482;115;19,4;3,8;0,7;0,0;0,2;1,3;74,8;0,0;0,0;0,0;0,0;0;1,2;0,0;0,0;0,0;0,6;0,5;0,0;0,7;0,1;0,6;1,0;;0,4;0,1;;0,0;;0,1;0,1;0,2;;440,0;9500;9500;0;0,40;2,6;;0,48;2,40;34;12,0;15,6;0,79;32,00;333;995;;0;7,30;7;255;19;67;46,0;2,40;
Kyckling mage rå;1454;465;111;18,2;4,2;0,0;0,0;0,2;0,8;76,8;0,0;0,0;0,0;0,0;0;1,2;0,0;0,0;0,0;0,7;0,4;0,0;1,1;0,2;0,9;1,2;;0,9;0,3;;0,0;;0,0;0,0;0,0;;130,0;65;65;0;0,40;0,2;;0,09;0,05;3;4,5;7,8;0,12;0,60;135;38;;0;3,50;8;188;13;69;10,0;3,00;
Ren lever rå;1455;542;129;22,0;3,7;1,8;0,0;0,2;1,5;71,0;0,0;0,0;0,0;0,0;0;1,3;0,0;0,0;0,0;0,5;0,7;0,0;0,7;0,0;0,7;0,7;;0,2;0,1;;0,1;;0,1;0,1;0,0;;300,0;36500;36500;0;0,13;0,8;;0,56;4,20;33;18,6;22,6;0,42;84,00;435;2000;;6;8,80;20;290;20;76;50,0;3,40;
Nöt oxtunga rimmad rå;1456;921;220;15,7;17,5;0,4;0,0;3,0;4,4;62,0;0,0;0,0;0,0;0,0;0;8,4;0,0;0,0;0,5;4,2;3,4;0,1;7,1;0,5;6,4;0,7;;0,4;0,1;;0,1;0,1;0,0;0,1;0,0;;78,0;22;19;36;0,30;0,3;;0,10;0,38;3;6,4;9,3;0,18;0,00;150;12;;25;4,90;7;300;19;1210;9,0;3,50;
Kyckling lever stekt;1457;625;149;25,2;4,9;0,9;0,0;0,6;2,1;66,9;0,0;0,0;0,0;0,0;0;1,5;0,0;0,0;0,0;0,8;0,7;0,0;0,8;0,1;0,7;1,3;;0,5;0,2;;0,0;;0,2;0,1;0,3;0,0;570,5;12317;12317;0;0,52;3,4;;0,44;2,49;35;15,6;20,2;0,82;33,19;432;967;21;0;9,47;10;331;25;251;59,6;3,11;
Nöt lever panerad stekt;1458;880;210;22,9;7,7;11,9;0,4;0,6;2,1;55,0;0,0;0,1;0,2;0,0;1;1,6;0,0;0,0;0,0;0,8;0,6;0,0;3,2;0,1;2,9;1,8;0,7;1,0;0,2;0,3;0,3;0,0;0,1;0,1;0,0;0,0;329,3;15685;15597;1051;0,35;2,0;4;0,26;3,70;26;12,6;16,8;0,90;96,59;394;1898;23;8;10,46;12;331;41;258;16,7;4,50;
Nöt lever stekt;1459;676;162;25,5;4,0;5,6;0,0;0,7;2,3;62,6;0,0;0,0;0,0;0,0;0;1,3;0,0;0,0;0,0;0,6;0,6;0,0;0,8;0,1;0,7;0,8;;0,2;0,2;;0,0;;0,1;0,1;0,0;0,0;383,1;18234;18133;1213;0,17;1,0;;0,26;4,29;30;14,3;19,0;1,02;112,37;441;2203;26;9;12,01;11;364;44;267;19,2;5,11;
Nöt oxtunga rimmad kokt;1460;1220;292;19,5;24,0;0,0;0,0;2,5;3,4;53,1;0,0;0,0;0,0;0,0;0;9,8;0,0;0,0;0,7;5,8;2,6;0,0;11,6;1,2;9,7;0,9;;0,5;0,1;;0,2;;0,0;0,0;0,0;;100,0;14;12;23;0,70;0,4;;0,06;0,29;0;4,1;7,7;0,09;4,00;230;5;;0;3,00;31;150;16;1000;3,0;3,50;
Leverstuvning hemlagad;1461;586;140;11,4;7,5;6,6;0,3;1,0;2,2;72,0;0,0;0,6;2,0;0,4;0;3,0;0,2;0,3;0,3;1,3;0,9;0,1;2,7;0,1;2,4;1,1;;0,7;0,1;;0,2;;0,0;0,1;0,0;;170,0;4944;4900;529;0,51;0,8;;0,18;1,80;12;7,2;9,3;0,56;31,00;225;114;;0;2,40;40;225;17;415;5,0;2,60;
Gryta hjärta grönsaker;1462;356;85;6,7;4,6;3,6;1,3;0,4;1,0;82,8;0,0;2,1;0,7;0,7;0;1,4;0,0;0,0;0,1;0,7;0,5;0,0;1,9;0,1;1,8;0,6;0,3;0,4;0,0;0,1;0,1;0,0;0,0;0,0;0,0;0,0;55,5;141;7;1357;0,45;0,6;3;0,10;0,20;6;3,2;4,4;0,10;2,42;77;27;1;14;2,12;19;184;13;167;3,3;0,60;
Korvkaka;1463;516;123;7,2;3,0;15,9;1,3;0,4;1,2;71,3;0,0;3,6;2,5;0,8;6;0,9;0,0;0,0;0,1;0,5;0,2;0,0;1,1;0,0;1,0;0,6;0,2;0,4;0,1;0,1;0,1;0,0;0,0;0,0;0,0;0,0;80,1;2455;2447;92;0,30;0,8;3;0,09;0,83;4;2,7;4,1;0,21;10,96;148;262;23;3;2,97;57;200;18;174;8,1;1,47;
Kycklingleversauté;1464;606;145;10,6;9,6;3,6;0,4;1,5;2,3;73,3;0,2;0,2;0,4;0,0;0;3,5;0,3;0,1;0,4;1,8;0,7;0,0;3,5;0,1;3,3;1,7;0,7;1,0;0,1;0,3;0,3;0,0;0,1;0,0;0,1;0,1;219,1;4536;4532;40;0,40;2,3;5;0,19;0,87;14;6,6;8,5;0,23;9,90;201;337;25;1;3,65;17;231;16;590;22,7;1,32;
Nöt lever gryta;1465;649;155;12,0;8,8;6,8;0,5;1,2;2,2;69,7;0,0;0,7;1,3;0,4;0;3,5;0,3;0,1;0,4;1,7;0,7;0,0;3,1;0,1;2,9;1,3;0,5;0,8;0,1;0,2;0,3;0,0;0,0;0,1;0,0;0,1;170,5;7597;7550;565;0,27;1,3;4;0,14;1,59;13;6,1;8,3;0,31;37,90;219;858;36;5;5,16;40;233;26;492;8,4;2,27;
Njursauté;1466;547;131;9,1;8,8;3,4;0,5;1,5;2,3;75,8;0,2;0,4;0,5;0,2;0;3,3;0,2;0,1;0,4;1,6;0,8;0,0;3,2;0,1;3,0;1,2;0,6;0,8;0,1;0,2;0,3;0,0;0,0;0,0;0,0;0,1;194,4;84;80;52;0,52;1,1;4;0,22;1,07;7;4,0;5,6;0,15;13,82;164;27;22;5;2,80;22;218;16;585;46,2;1,29;
Leverbiff mald stekt fryst;1467;935;223;15,2;14,4;8,1;0,7;1,8;3,6;58,0;0,0;0,2;0,1;0,1;0;5,3;0,0;0,0;0,2;3,2;1,9;0,0;6,3;0,4;5,6;2,1;;1,5;0,2;;0,1;;0,0;0,1;0,1;;130,0;2483;2470;160;0,47;1,0;;0,26;0,66;0;5,0;7,8;0,52;43,40;182;59;;0;4,60;31;380;20;730;10,0;3,30;
Levergryta m grönsaker fryst;1468;430;103;8,1;4,4;7,0;1,3;1,0;2,1;77,1;0,0;2,1;0,4;0,4;0;1,6;0,0;0,1;0,1;0,7;0,5;0,0;1,7;0,1;1,5;0,7;;0,5;0,1;;0,1;;0,0;0,0;0,0;;107,0;4928;4880;577;0,35;1,0;;0,10;1,12;11;3,7;5,1;0,36;38,00;145;73;;0;3,80;22;241;24;408;3,5;1,60;
Leverstuvning fryst;1469;563;135;13,2;6,0;6,7;0,3;1,1;1,8;72,0;0,0;0,6;1,8;0,2;0;2,2;0,1;0,2;0,2;1,0;0,8;0,0;2,4;0,1;2,1;1,1;;0,7;0,1;;0,1;;0,0;0,1;0,0;;100,0;4854;4810;530;0,51;1,1;;0,14;1,47;9;8,4;10,8;0,56;31,00;215;103;;0;3,40;48;180;29;450;5,0;2,60;
Gåsleverpastej rökt konserv;1470;1900;454;11,4;44,0;4,6;0,0;2,2;3,0;37,0;0,0;0,0;0,0;0,0;0;16,2;0,0;0,0;0,6;9,6;5,7;0,1;19,2;1,3;17,2;6,5;;4,5;0,6;;0,4;;0,1;0,2;0,3;;150,0;3000;3000;0;0,60;0,3;;0,09;0,30;0;2,5;4,6;0,34;9,40;182;114;;0;8,00;22;184;19;880;18,0;2,30;
Leverpalt;1471;941;225;9,9;9,9;22,8;2,3;1,0;2,1;53,0;0,0;0,0;0,0;0,0;0;3,8;0,1;0,0;0,2;2,3;1,2;0,0;3,2;0,2;2,8;1,8;;1,5;0,1;;0,1;;0,0;0,0;0,0;;48,0;4901;4900;11;0,30;0,3;;0,23;0,64;0;3,7;5,5;0,31;31,00;141;114;;0;3,80;16;245;20;390;18,0;3,30;
Njurpalt;1472;641;153;8,3;1,7;24,6;2,3;1,0;1,1;62,0;0,0;0,0;0,0;0,0;0;0,4;0,0;0,0;0,0;0,3;0,1;0,0;0,2;0,0;0,2;0,6;;0,5;0,0;;0,1;;0,0;0,0;0,0;;48,0;116;115;10;0,30;0,3;;0,20;0,38;0;2,7;4,2;0,16;18,90;84;10;;0;3,30;10;245;20;390;18,0;3,30;
Leverbiff mald lever rå fryst;1473;881;211;13,0;14,5;7,0;0,6;0,9;1,9;63,0;0,0;0,2;0,1;0,1;0;5,4;0,0;0,0;0,2;3,2;1,8;0,0;6,3;0,4;5,7;2,1;;1,5;0,2;;0,1;;0,0;0,1;0,1;;175,0;5400;5400;3;0,47;0,4;;0,36;0,20;0;7,2;9,6;0,56;31,00;215;114;;0;8,60;4;33;16;375;15,4;3,30;
Leverpastej bredbar fett ca 24% ;1474;1193;285;12,0;23,5;7,0;0,0;1,6;2,0;55,5;0,0;0,9;1,7;1,2;0;8,7;0,0;0,0;0,3;5,2;3,1;0,1;10,3;0,7;9,2;3,5;;2,4;0,3;;0,2;;0,0;0,1;0,2;;130,0;4100;4100;3;0,60;0,5;;0,28;1,50;0;8,0;10,2;0,34;18,60;176;36;;0;7,70;27;170;19;625;18,0;3,30;
Leverpastej skivbar fett 26% ;1475;1248;298;12,9;25,5;5,0;0,0;2,2;2,6;54,0;0,0;0,7;0,9;0,9;0;9,4;0,0;0,0;0,3;5,6;3,3;0,1;11,2;0,8;10,0;3,7;;2,6;0,3;;0,2;;0,1;0,1;0,2;;140,0;4100;4100;3;0,60;0,5;;0,28;1,50;0;7,8;10,2;0,34;18,60;182;36;3;0;8,00;22;184;19;880;18,0;3,50;
Leverpastej skivbar fett 14% ;1476;889;212;12,0;14,0;9,8;0,0;1,5;2,0;62,2;0,0;0,0;0,0;0,0;0;4,1;0,0;0,0;0,1;2,4;1,5;0,0;4,8;0,3;4,4;1,5;;1,0;0,2;;0,1;0,0;0,0;0,0;0,0;;130,0;2800;2800;3;0,10;0,3;;0,14;1,10;0;5,2;7,4;0,25;11,20;182;36;;0;8,00;28;184;8;600;18,0;3,45;
Leverpastej bredbar fett ca 10% ;1477;767;183;12,0;9,0;13,5;0,0;1,5;2,0;63,5;0,0;0,9;1,2;1,2;0;3,2;0,0;0,0;0,1;1,9;1,2;0,0;3,9;0,2;3,5;1,5;;1,0;0,2;;0,1;;0,0;0,0;0,0;;130,0;3300;3300;3;0,10;0,4;;0,13;1,00;0;5,0;7,2;0,23;7,30;176;36;;0;5,50;27;170;19;600;20,0;3,25;
Leverpastej bredbar fett 3-3,5% ;1478;554;132;10,6;3,6;12,9;2,7;2,2;3,2;67,1;0,0;1,4;3,9;1,3;0;1,1;0,0;0,0;0,1;0,6;0,4;0,0;0,9;0,1;0,8;0,6;;0,3;0,2;;0,0;0,1;0,0;0,0;0,0;0,1;70,5;3770;3770;3;0,10;0,2;1;0,13;1,25;0;5,6;7,5;0,25;7,16;184;36;5;0;6,60;59;219;14;890;23,2;3,09;
Leverbiff mald lever stekt hemlagad;1479;611;146;12,8;6,4;8,9;0,7;1,0;2,2;69,0;0,0;0,2;0,1;0,1;0;2,1;0,1;0,2;0,2;0,9;0,7;0,0;2,5;0,1;2,2;1,0;;0,7;0,1;;0,2;;0,0;0,0;0,0;;100,0;6523;6500;278;0,47;0,8;;0,18;1,80;10;7,2;9,6;0,56;31,00;245;114;;0;9,60;4;385;20;415;10,0;3,30;
Paté älgfärs kycklinglever;1480;732;175;14,1;11,3;4,1;0,4;1,9;2,8;67,4;0,0;0,3;0,8;0,1;0;6,5;0,9;0,3;0,9;3,0;1,3;0,0;2,9;0,1;2,6;0,6;0,2;0,4;0,1;0,0;0,1;0,0;0,0;0,0;0,1;0,3;171,2;1947;1943;42;0,33;1,7;4;0,13;0,56;6;4,4;7,2;0,25;6,05;188;179;49;3;2,73;35;291;18;750;15,1;3,03;
Lantpaté;1482;1683;402;12,1;37,5;4,7;1,4;1,9;2,6;41,7;0,0;0,8;0,0;0,0;0;10,4;0,0;0,0;0,3;6,1;3,7;0,1;12,7;0,7;11,5;4,5;;3,6;0,4;;0,3;0,1;0,0;0,0;0,0;0,3;128,0;401;400;11;0,62;0,0;12;0,14;1,21;51;5,9;8,1;0,26;5,16;213;54;5;0;5,91;10;157;9;766;24,3;2,28;
Grönpepparpaté;1483;1249;299;15,3;26,0;1,1;1,2;2,3;3,0;53,5;0,0;1,0;0,0;0,0;0;7,5;0,0;0,0;0,3;4,3;2,7;0,0;8,3;0,5;7,5;3,4;;2,6;0,3;;0,3;0,0;0,0;0,0;0,0;0,2;180,0;11170;11170;4;0,81;0,2;5;0,16;1,65;34;7,7;10,5;0,28;7,46;174;121;10;0;8,38;9;161;11;911;32,2;3,47;
Kycklingkorv svensk fett 9% ;1485;650;155;11,5;9,1;6,5;1,0;1,7;2,3;69,6;0,0;0,7;0,2;0,2;0;2,6;0,0;0,0;0,1;1,9;0,5;0,0;4,4;0,5;3,8;1,6;;1,3;0,0;;0,2;0,0;0,0;0,0;0,0;0,2;58,3;12;12;2;0,10;0,2;0;0,07;0,11;32;4,4;6,5;0,19;0,25;126;14;3;0;1,01;44;166;13;678;8,8;0,81;
Kycklingkorv fransk halal fett 15% ;1486;848;203;12,3;15,5;3,5;1,0;1,6;2,1;65,7;0,0;0,0;0,0;0,1;0;4,5;0,0;0,0;0,1;3,4;0,9;0,0;7,1;0,8;6,1;2,9;;2,5;0,0;;0,3;0,0;0,0;0,0;0,0;0,2;96,1;20;20;4;0,16;0,1;;0,06;0,14;0;3,1;5,3;0,14;0,40;192;17;56;0;1,97;85;136;16;630;11,6;1,38;
Falukorv fett 19% ;1487;1064;254;12,7;19,3;7,9;0,0;2,0;3,1;57,0;0,0;0,0;0,0;0,0;0;7,3;0,0;0,0;0,3;4,4;2,4;0,1;8,7;0,7;7,7;2,4;;1,8;0,1;;0,2;;0,0;0,0;0,1;;65,0;11;10;8;0,20;0,3;;0,16;0,22;0;3,1;5,4;0,15;1,10;172;4;;0;1,40;70;230;12;800;2,0;1,70;
